T,G,F,CASE,value
T4817,HR_DC,electricity,reference,0.0
T4818,electric_chiller,electricity,integrated,4.0
T4818,electric_chiller,electricity,reference,4.0
T4818,free_cooling,electricity,integrated,0.0
T4818,free_cooling,electricity,reference,0.0
T4818,HR_DC,electricity,integrated,0.0
T4818,HR_DC,electricity,reference,0.0
T4819,electric_chiller,electricity,integrated,4.0
T4819,electric_chiller,electricity,reference,4.0
T4819,free_cooling,electricity,integrated,0.0
T4819,free_cooling,electricity,reference,0.0
T4819,HR_DC,electricity,integrated,0.0
T4819,HR_DC,electricity,reference,0.0
T4820,electric_chiller,electricity,integrated,4.0
T4820,electric_chiller,electricity,reference,4.0
T4820,free_cooling,electricity,integrated,0.0
T4820,free_cooling,electricity,reference,0.0
T4820,HR_DC,electricity,integrated,0.0
T4820,HR_DC,electricity,reference,0.0
T4821,electric_chiller,electricity,integrated,4.0
T4821,electric_chiller,electricity,reference,4.0
T4821,free_cooling,electricity,integrated,0.0
T4821,free_cooling,electricity,reference,0.0
T4821,HR_DC,electricity,integrated,0.0
T4821,HR_DC,electricity,reference,0.0
T4822,electric_chiller,electricity,integrated,4.0
T4822,electric_chiller,electricity,reference,4.0
T4822,free_cooling,electricity,integrated,0.0
T4822,free_cooling,electricity,reference,0.0
T4822,HR_DC,electricity,integrated,0.0
T4822,HR_DC,electricity,reference,0.0
T4823,electric_chiller,electricity,integrated,0.0
T4823,electric_chiller,electricity,reference,0.0
T4823,free_cooling,electricity,integrated,4.0
T4823,free_cooling,electricity,reference,4.0
T4823,HR_DC,electricity,integrated,0.0
T4823,HR_DC,electricity,reference,0.0
T4824,electric_chiller,electricity,integrated,0.0
T4824,electric_chiller,electricity,reference,0.0
T4824,free_cooling,electricity,integrated,4.0
T4824,free_cooling,electricity,reference,4.0
T4824,HR_DC,electricity,integrated,0.0
T4824,HR_DC,electricity,reference,0.0
T4825,electric_chiller,electricity,integrated,0.0
T4825,electric_chiller,electricity,reference,0.0
T4825,free_cooling,electricity,integrated,4.0
T4825,free_cooling,electricity,reference,4.0
T4825,HR_DC,electricity,integrated,0.0
T4825,HR_DC,electricity,reference,0.0
T4826,electric_chiller,electricity,integrated,0.0
T4826,electric_chiller,electricity,reference,0.0
T4826,free_cooling,electricity,integrated,4.0
T4826,free_cooling,electricity,reference,4.0
T4826,HR_DC,electricity,integrated,0.0
T4826,HR_DC,electricity,reference,0.0
T4827,electric_chiller,electricity,integrated,0.0
T4827,electric_chiller,electricity,reference,0.0
T4827,free_cooling,electricity,integrated,4.0
T4827,free_cooling,electricity,reference,4.0
T4827,HR_DC,electricity,integrated,0.0
T4827,HR_DC,electricity,reference,0.0
T4828,electric_chiller,electricity,integrated,0.0
T4828,electric_chiller,electricity,reference,0.0
T4828,free_cooling,electricity,integrated,4.0
T4828,free_cooling,electricity,reference,4.0
T4828,HR_DC,electricity,integrated,0.0
T4828,HR_DC,electricity,reference,0.0
T4829,electric_chiller,electricity,integrated,0.0
T4829,electric_chiller,electricity,reference,0.0
T4829,free_cooling,electricity,integrated,4.0
T4829,free_cooling,electricity,reference,4.0
T4829,HR_DC,electricity,integrated,0.0
T4829,HR_DC,electricity,reference,0.0
T4830,electric_chiller,electricity,integrated,0.0
T4830,electric_chiller,electricity,reference,0.0
T4830,free_cooling,electricity,integrated,4.0
T4830,free_cooling,electricity,reference,4.0
T4830,HR_DC,electricity,integrated,0.0
T4830,HR_DC,electricity,reference,0.0
T4831,electric_chiller,electricity,integrated,0.0
T4831,electric_chiller,electricity,reference,0.0
T4831,free_cooling,electricity,integrated,4.0
T4831,free_cooling,electricity,reference,4.0
T4831,HR_DC,electricity,integrated,0.0
T4831,HR_DC,electricity,reference,0.0
T4832,electric_chiller,electricity,integrated,4.0
T4832,electric_chiller,electricity,reference,4.0
T4832,free_cooling,electricity,integrated,0.0
T4832,free_cooling,electricity,reference,0.0
T4832,HR_DC,electricity,integrated,0.0
T4832,HR_DC,electricity,reference,0.0
T4833,electric_chiller,electricity,integrated,4.0
T4833,electric_chiller,electricity,reference,4.0
T4833,free_cooling,electricity,integrated,0.0
T4833,free_cooling,electricity,reference,0.0
T4833,HR_DC,electricity,integrated,0.0
T4833,HR_DC,electricity,reference,0.0
T4834,electric_chiller,electricity,integrated,4.0
T4834,electric_chiller,electricity,reference,4.0
T4834,free_cooling,electricity,integrated,0.0
T4834,free_cooling,electricity,reference,0.0
T4834,HR_DC,electricity,integrated,0.0
T4834,HR_DC,electricity,reference,0.0
T4835,electric_chiller,electricity,integrated,4.0
T4835,electric_chiller,electricity,reference,4.0
T4835,free_cooling,electricity,integrated,0.0
T4835,free_cooling,electricity,reference,0.0
T4835,HR_DC,electricity,integrated,0.0
T4835,HR_DC,electricity,reference,0.0
T4836,electric_chiller,electricity,integrated,4.0
T4836,electric_chiller,electricity,reference,4.0
T4836,free_cooling,electricity,integrated,0.0
T4836,free_cooling,electricity,reference,0.0
T4836,HR_DC,electricity,integrated,0.0
T4836,HR_DC,electricity,reference,0.0
T4837,electric_chiller,electricity,integrated,4.0
T4837,electric_chiller,electricity,reference,4.0
T4837,free_cooling,electricity,integrated,0.0
T4837,free_cooling,electricity,reference,0.0
T4837,HR_DC,electricity,integrated,0.0
T4837,HR_DC,electricity,reference,0.0
T4838,electric_chiller,electricity,integrated,4.0
T4838,electric_chiller,electricity,reference,4.0
T4838,free_cooling,electricity,integrated,0.0
T4838,free_cooling,electricity,reference,0.0
T4838,HR_DC,electricity,integrated,0.0
T4838,HR_DC,electricity,reference,0.0
T4839,electric_chiller,electricity,integrated,4.0
T4839,electric_chiller,electricity,reference,4.0
T4839,free_cooling,electricity,integrated,0.0
T4839,free_cooling,electricity,reference,0.0
T4839,HR_DC,electricity,integrated,0.0
T4839,HR_DC,electricity,reference,0.0
T4840,electric_chiller,electricity,integrated,4.0
T4840,electric_chiller,electricity,reference,4.0
T4840,free_cooling,electricity,integrated,0.0
T4840,free_cooling,electricity,reference,0.0
T4840,HR_DC,electricity,integrated,0.0
T4840,HR_DC,electricity,reference,0.0
T4841,electric_chiller,electricity,integrated,4.0
T4841,electric_chiller,electricity,reference,4.0
T4841,free_cooling,electricity,integrated,0.0
T4841,free_cooling,electricity,reference,0.0
T4841,HR_DC,electricity,integrated,0.0
T4841,HR_DC,electricity,reference,0.0
T4842,electric_chiller,electricity,integrated,4.0
T4842,electric_chiller,electricity,reference,4.0
T4842,free_cooling,electricity,integrated,0.0
T4842,free_cooling,electricity,reference,0.0
T4842,HR_DC,electricity,integrated,0.0
T4842,HR_DC,electricity,reference,0.0
T4843,electric_chiller,electricity,integrated,4.0
T4843,electric_chiller,electricity,reference,4.0
T4843,free_cooling,electricity,integrated,0.0
T4843,free_cooling,electricity,reference,0.0
T4843,HR_DC,electricity,integrated,0.0
T4843,HR_DC,electricity,reference,0.0
T4844,electric_chiller,electricity,integrated,4.0
T4844,electric_chiller,electricity,reference,4.0
T4844,free_cooling,electricity,integrated,0.0
T4844,free_cooling,electricity,reference,0.0
T4844,HR_DC,electricity,integrated,0.0
T4844,HR_DC,electricity,reference,0.0
T4845,electric_chiller,electricity,integrated,4.0
T4845,electric_chiller,electricity,reference,4.0
T4845,free_cooling,electricity,integrated,0.0
T4845,free_cooling,electricity,reference,0.0
T4845,HR_DC,electricity,integrated,0.0
T4845,HR_DC,electricity,reference,0.0
T4846,electric_chiller,electricity,integrated,4.0
T4846,electric_chiller,electricity,reference,4.0
T4846,free_cooling,electricity,integrated,0.0
T4846,free_cooling,electricity,reference,0.0
T4846,HR_DC,electricity,integrated,0.0
T4846,HR_DC,electricity,reference,0.0
T4847,electric_chiller,electricity,integrated,0.0
T4847,electric_chiller,electricity,reference,0.0
T4847,free_cooling,electricity,integrated,4.0
T4847,free_cooling,electricity,reference,4.0
T4847,HR_DC,electricity,integrated,0.0
T4847,HR_DC,electricity,reference,0.0
T4848,electric_chiller,electricity,integrated,0.0
T4848,electric_chiller,electricity,reference,0.0
T4848,free_cooling,electricity,integrated,4.0
T4848,free_cooling,electricity,reference,4.0
T4848,HR_DC,electricity,integrated,0.0
T4848,HR_DC,electricity,reference,0.0
T4849,electric_chiller,electricity,integrated,0.0
T4849,electric_chiller,electricity,reference,0.0
T4849,free_cooling,electricity,integrated,4.0
T4849,free_cooling,electricity,reference,4.0
T4849,HR_DC,electricity,integrated,0.0
T4849,HR_DC,electricity,reference,0.0
T4850,electric_chiller,electricity,integrated,0.0
T4850,electric_chiller,electricity,reference,0.0
T4850,free_cooling,electricity,integrated,4.0
T4850,free_cooling,electricity,reference,4.0
T4850,HR_DC,electricity,integrated,0.0
T4850,HR_DC,electricity,reference,0.0
T4851,electric_chiller,electricity,integrated,0.0
T4851,electric_chiller,electricity,reference,0.0
T4851,free_cooling,electricity,integrated,4.0
T4851,free_cooling,electricity,reference,4.0
T4851,HR_DC,electricity,integrated,0.0
T4851,HR_DC,electricity,reference,0.0
T4852,electric_chiller,electricity,integrated,0.0
T4852,electric_chiller,electricity,reference,0.0
T4852,free_cooling,electricity,integrated,4.0
T4852,free_cooling,electricity,reference,4.0
T4852,HR_DC,electricity,integrated,0.0
T4852,HR_DC,electricity,reference,0.0
T4853,electric_chiller,electricity,integrated,0.0
T4853,electric_chiller,electricity,reference,0.0
T4853,free_cooling,electricity,integrated,4.0
T4853,free_cooling,electricity,reference,4.0
T4853,HR_DC,electricity,integrated,0.0
T4853,HR_DC,electricity,reference,0.0
T4854,electric_chiller,electricity,integrated,0.0
T4854,electric_chiller,electricity,reference,0.0
T4854,free_cooling,electricity,integrated,4.0
T4854,free_cooling,electricity,reference,4.0
T4854,HR_DC,electricity,integrated,0.0
T4854,HR_DC,electricity,reference,0.0
T4855,electric_chiller,electricity,integrated,0.0
T4855,electric_chiller,electricity,reference,0.0
T4855,free_cooling,electricity,integrated,4.0
T4855,free_cooling,electricity,reference,4.0
T4855,HR_DC,electricity,integrated,0.0
T4855,HR_DC,electricity,reference,0.0
T4856,electric_chiller,electricity,integrated,4.0
T4856,electric_chiller,electricity,reference,4.0
T4856,free_cooling,electricity,integrated,0.0
T4856,free_cooling,electricity,reference,0.0
T4856,HR_DC,electricity,integrated,0.0
T4856,HR_DC,electricity,reference,0.0
T4857,electric_chiller,electricity,integrated,0.0
T4857,electric_chiller,electricity,reference,0.0
T4857,free_cooling,electricity,integrated,4.0
T4857,free_cooling,electricity,reference,4.0
T4857,HR_DC,electricity,integrated,0.0
T4857,HR_DC,electricity,reference,0.0
T4858,electric_chiller,electricity,integrated,4.0
T4858,electric_chiller,electricity,reference,4.0
T4858,free_cooling,electricity,integrated,0.0
T4858,free_cooling,electricity,reference,0.0
T4858,HR_DC,electricity,integrated,0.0
T4858,HR_DC,electricity,reference,0.0
T4859,electric_chiller,electricity,integrated,4.0
T4859,electric_chiller,electricity,reference,4.0
T4859,free_cooling,electricity,integrated,0.0
T4859,free_cooling,electricity,reference,0.0
T4859,HR_DC,electricity,integrated,0.0
T4859,HR_DC,electricity,reference,0.0
T4860,electric_chiller,electricity,integrated,4.0
T4860,electric_chiller,electricity,reference,4.0
T4860,free_cooling,electricity,integrated,0.0
T4860,free_cooling,electricity,reference,0.0
T4860,HR_DC,electricity,integrated,0.0
T4860,HR_DC,electricity,reference,0.0
T4861,electric_chiller,electricity,integrated,4.0
T4861,electric_chiller,electricity,reference,4.0
T4861,free_cooling,electricity,integrated,0.0
T4861,free_cooling,electricity,reference,0.0
T4861,HR_DC,electricity,integrated,0.0
T4861,HR_DC,electricity,reference,0.0
T4862,electric_chiller,electricity,integrated,4.0
T4862,electric_chiller,electricity,reference,4.0
T4862,free_cooling,electricity,integrated,0.0
T4862,free_cooling,electricity,reference,0.0
T4862,HR_DC,electricity,integrated,0.0
T4862,HR_DC,electricity,reference,0.0
T4863,electric_chiller,electricity,integrated,4.0
T4863,electric_chiller,electricity,reference,4.0
T4863,free_cooling,electricity,integrated,0.0
T4863,free_cooling,electricity,reference,0.0
T4863,HR_DC,electricity,integrated,0.0
T4863,HR_DC,electricity,reference,0.0
T4864,electric_chiller,electricity,integrated,4.0
T4864,electric_chiller,electricity,reference,4.0
T4864,free_cooling,electricity,integrated,0.0
T4864,free_cooling,electricity,reference,0.0
T4864,HR_DC,electricity,integrated,0.0
T4864,HR_DC,electricity,reference,0.0
T4865,electric_chiller,electricity,integrated,4.0
T4865,electric_chiller,electricity,reference,4.0
T4865,free_cooling,electricity,integrated,0.0
T4865,free_cooling,electricity,reference,0.0
T4865,HR_DC,electricity,integrated,0.0
T4865,HR_DC,electricity,reference,0.0
T4866,electric_chiller,electricity,integrated,4.0
T4866,electric_chiller,electricity,reference,4.0
T4866,free_cooling,electricity,integrated,0.0
T4866,free_cooling,electricity,reference,0.0
T4866,HR_DC,electricity,integrated,0.0
T4866,HR_DC,electricity,reference,0.0
T4867,electric_chiller,electricity,integrated,0.0
T4867,electric_chiller,electricity,reference,0.0
T4867,free_cooling,electricity,integrated,4.0
T4867,free_cooling,electricity,reference,4.0
T4867,HR_DC,electricity,integrated,0.0
T4867,HR_DC,electricity,reference,0.0
T4868,electric_chiller,electricity,integrated,4.0
T4868,electric_chiller,electricity,reference,4.0
T4868,free_cooling,electricity,integrated,0.0
T4868,free_cooling,electricity,reference,0.0
T4868,HR_DC,electricity,integrated,0.0
T4868,HR_DC,electricity,reference,0.0
T4869,electric_chiller,electricity,integrated,0.0
T4869,electric_chiller,electricity,reference,0.0
T4869,free_cooling,electricity,integrated,4.0
T4869,free_cooling,electricity,reference,4.0
T4869,HR_DC,electricity,integrated,0.0
T4869,HR_DC,electricity,reference,0.0
T4870,electric_chiller,electricity,integrated,0.0
T4870,electric_chiller,electricity,reference,0.0
T4870,free_cooling,electricity,integrated,4.0
T4870,free_cooling,electricity,reference,4.0
T4870,HR_DC,electricity,integrated,0.0
T4870,HR_DC,electricity,reference,0.0
T4871,electric_chiller,electricity,integrated,0.0
T4871,electric_chiller,electricity,reference,0.0
T4871,free_cooling,electricity,integrated,4.0
T4871,free_cooling,electricity,reference,4.0
T4871,HR_DC,electricity,integrated,0.0
T4871,HR_DC,electricity,reference,0.0
T4872,electric_chiller,electricity,integrated,0.0
T4872,electric_chiller,electricity,reference,0.0
T4872,free_cooling,electricity,integrated,4.0
T4872,free_cooling,electricity,reference,4.0
T4872,HR_DC,electricity,integrated,0.0
T4872,HR_DC,electricity,reference,0.0
T4873,electric_chiller,electricity,integrated,0.0
T4873,electric_chiller,electricity,reference,0.0
T4873,free_cooling,electricity,integrated,4.0
T4873,free_cooling,electricity,reference,4.0
T4873,HR_DC,electricity,integrated,0.0
T4873,HR_DC,electricity,reference,0.0
T4874,electric_chiller,electricity,integrated,0.0
T4874,electric_chiller,electricity,reference,0.0
T4874,free_cooling,electricity,integrated,4.0
T4874,free_cooling,electricity,reference,4.0
T4874,HR_DC,electricity,integrated,0.0
T4874,HR_DC,electricity,reference,0.0
T4875,electric_chiller,electricity,integrated,0.0
T4875,electric_chiller,electricity,reference,0.0
T4875,free_cooling,electricity,integrated,4.0
T4875,free_cooling,electricity,reference,4.0
T4875,HR_DC,electricity,integrated,0.0
T4875,HR_DC,electricity,reference,0.0
T4876,electric_chiller,electricity,integrated,0.0
T4876,electric_chiller,electricity,reference,0.0
T4876,free_cooling,electricity,integrated,4.0
T4876,free_cooling,electricity,reference,4.0
T4876,HR_DC,electricity,integrated,0.0
T4876,HR_DC,electricity,reference,0.0
T4877,electric_chiller,electricity,integrated,0.0
T4877,electric_chiller,electricity,reference,0.0
T4877,free_cooling,electricity,integrated,4.0
T4877,free_cooling,electricity,reference,4.0
T4877,HR_DC,electricity,integrated,0.0
T4877,HR_DC,electricity,reference,0.0
T4878,electric_chiller,electricity,integrated,0.0
T4878,electric_chiller,electricity,reference,0.0
T4878,free_cooling,electricity,integrated,4.0
T4878,free_cooling,electricity,reference,4.0
T4878,HR_DC,electricity,integrated,0.0
T4878,HR_DC,electricity,reference,0.0
T4879,electric_chiller,electricity,integrated,4.0
T4879,electric_chiller,electricity,reference,4.0
T4879,free_cooling,electricity,integrated,0.0
T4879,free_cooling,electricity,reference,0.0
T4879,HR_DC,electricity,integrated,0.0
